"Dengue viral component","Human Gene symbol","Human gene Entrez Id","Pubmed Id","Serotype","System","Experiment","Title"
"NS1","PDIA3",2923,18997103,"DHF, DENV1, DENV2, DENV3, DENV4","HMEC-1, Sera from DHF patients","2-D PAGE followed MS Analyses, Western blot, Confocal microscopy, Cell binding assay, ELISA","Proteomic Analysis of Endothelial Cell Autoantigens Recognized by Anti-Dengue Virus Nonstructural Protein 1 Antibodies"
"NS1","PDIA6",10130,18997103,"DHF, DENV1, DENV2, DENV3, DENV4","HMEC-1, Sera from DHF patients","2-D PAGE followed MS Analyses, Western blot, Confocal microscopy, Cell binding assay, ELISA","Proteomic Analysis of Endothelial Cell Autoantigens Recognized by Anti-Dengue Virus Nonstructural Protein 1 Antibodies"
"NS1","VIM",7431,18997103,"DHF, DENV1, DENV2, DENV3, DENV4","HMEC-1, Sera from DHF patients","2-D PAGE followed MS Analyses, Western blot, Confocal microscopy, Cell binding assay, ELISA","Proteomic Analysis of Endothelial Cell Autoantigens Recognized by Anti-Dengue Virus Nonstructural Protein 1 Antibodies"
"NS1","PTB",5725,19692542,"DENV2","Vero, Huh7","Immunofluorescence microscopy, siRNA","Polypyrimidine tract-binding protein is relocated to the cytoplasm and is required during dengue virus infection in Vero cells."
"NS1","PDIA2",64714,19822367,"DHF","Platelets isolated from Human peripheral blood","Western blotting, ELISA, Thiol isomerase activity, ADP-stimulated platelet aggregation assay, Platelet binding assay","Anti-dengue virus nonstructural protein 1 antibodies recognize protein disulfide isomerase on platelets and inhibit platelet aggregation."
"NS1","VIM",7431,20567765,"DENV2","EA.hy926","Immunoprecipitation, 2-D PAGE, Mass spectrometric analyses","Vimentin interacts with heterogeneous nuclear ribonucleoproteins and dengue nonstructural protein 1 and is important for viral replication and release."
"NS1","CSNK2A1",1457,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS1","GAB1",2549,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS1","RELA",5970,21424730,"DENV1","HepG2","Western blot, Confocal microscopy","The dengue virus nonstructural protein 1 (NS1) increases NF-κB transcriptional activity in HepG2 cells.
"
"NS1","C1S",716,21429549,"DENV2","BHK-21","ELISA","N-linked glycosylation of dengue virus NS1 protein modulates secretion, cell-surface expression, hexamer stability, and interactions with human complement."
"NS1","C4A",720,21429549,"DENV2","BHK-21","ELISA","N-linked glycosylation of dengue virus NS1 protein modulates secretion, cell-surface expression, hexamer stability, and interactions with human complement."
"NS1","C4B",721,21429549,"DENV2","BHK-21","ELISA","N-linked glycosylation of dengue virus NS1 protein modulates secretion, cell-surface expression, hexamer stability, and interactions with human complement."
"NS1","C4BPA",722,21642539,"DENV2","BHK","Binding ELISA assay, Co-immunoprecipitation, Mutation analysis","Binding of flavivirus nonstructural protein NS1 to C4b binding protein modulates complement activation."
"NS1","AMER1",139285,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","EIF4G2",1982,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","FGB",2244,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","LAMB1",3912,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","PAIP1",10605,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","PTBP1",5725,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","SERPIND1",3053,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","SPTBN2",6712,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","SRFBP1",153443,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","TAB2",23118,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","TCF7L2",6934,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","WWC1",23286,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS1","F2",2147,22138554,"DENV2, DHF","Patient serum","Western blotting, binding ELISA, Pull down assay, Thrombin activity assay, Prothrombin activation assay","Dengue virus nonstructural protein NS1 binds to prothrombin/thrombin and inhibits prothrombin activation."
"NS1","AKT1",207,23103292,"DHF","Serum from DHF patient, HUVEC","Western blot, Inhibition assay, FACS","Antibodies against dengue virus nonstructural protein-1 induce heme oxygenase-1 via a redox-dependent pathway in human endothelial cells."
"NS1","HMOX1",3162,23103292,"DHF","Serum from DHF patient, HUVEC","Western blot, Inhibition assay, FACS","Antibodies against dengue virus nonstructural protein-1 induce heme oxygenase-1 via a redox-dependent pathway in human endothelial cells."
"NS1","PDIA2",64714,23103292,"DHF","Serum from DHF patient, HUVEC","Western blot, Inhibition assay, FACS","Antibodies against dengue virus nonstructural protein-1 induce heme oxygenase-1 via a redox-dependent pathway in human endothelial cells."
"NS1","ACTG1",71,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","ADGRE2",30817,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","ADH1B",125,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","AHSG",197,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","ALDH1L1",10840,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","ALDH7A1",501,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","ALDOB",229,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","AMBP",259,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","APEH",327,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","APOA2",336,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","APOH",350,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","AZGP1",563,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","BCKDHA",593,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","BDH1",622,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","C1QA",712,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","C4A",720,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","CCS",9973,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","CD14",929,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","CES1",1066,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","COL18A1",80781,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","CTSB",1508,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","CUTA",51596,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","ECHDC1",55862,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","EEF1A1",1915,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","ENTPD5",957,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","FAH",2184,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","FH",2271,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","GPX2",2877,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","HP",3240,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","HPN",3249,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","HPX",3263,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","LSR",51599,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","MAOB",4129,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","MPND",84954,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","MT2A",4502,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","MTERF4",130916,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","MTHFD1",4522,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","PARP12",64761,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","PCK2",5106,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","PKD1",5310,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","PLG",5340,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","PSAP",5660,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","RBP4",5950,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","RELN",5649,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","SAT1",6303,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","SEPP1",6414,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","SIVA1",10572,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","SUGCT",79783,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","TF",7018,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","THNSL1",79896,23516407,"DENV2","Yeast","Y2H assay","Mapping the interactions of dengue virus NS1 protein with human liver proteins using a yeast two-hybrid system: identification of C1q as an interacting partner."
"NS1","ANXA2",302,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","ARL6IP5",10550,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","ARNT",405,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","CD59",966,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","CENPQ",55166,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","COMMD1",150684,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","EIF2A",83939,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","MAD2L1",4085,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","NUCKS1",64710,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","PSMA8",143471,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","RPL10",6134,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","S100A6",6277,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","SKA2",348235,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","YIPF6",286451,23697814,"DENV2","HMEC-1","Suppression subtractive hybridization, qRT-PCR","Differentially expressed genes of human microvascular endothelial cells in response to anti-dengue virus NS1 antibodies by suppression subtractive hybridization.
"
"NS1","GSK3B",2932,23851680,"DENV2","HMEC-1","Immunofluorescence microscopy, Western blot","Anti-dengue virus nonstructural protein 1 antibodies cause NO-mediated endothelial cell apoptosis via ceramide-regulated glycogen synthase kinase-3β and NF-κB activation."
"NS1","NFKB1",4790,23851680,"DENV2","HMEC-1","Immunofluorescence microscopy, Western blot","Anti-dengue virus nonstructural protein 1 antibodies cause NO-mediated endothelial cell apoptosis via ceramide-regulated glycogen synthase kinase-3β and NF-κB activation."
"NS1","NOS2",4843,23851680,"DENV2","HMEC-1","Immunofluorescence microscopy, Western blot","Anti-dengue virus nonstructural protein 1 antibodies cause NO-mediated endothelial cell apoptosis via ceramide-regulated glycogen synthase kinase-3β and NF-κB activation."
"NS1","RELA",5970,23851680,"DENV2","HMEC-1","Immunofluorescence microscopy, Western blot","Anti-dengue virus nonstructural protein 1 antibodies cause NO-mediated endothelial cell apoptosis via ceramide-regulated glycogen synthase kinase-3β and NF-κB activation."
"NS1","PDIA2",64714,25664880,"DENV2","THP-1","Co-immunoprecipitation, Co-localization","Protein disulfide isomerase mediates dengue virus entry in association with lipid rafts."
"NS1","ANKHD1",54882,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","CFL1",1072,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","CHEK1",1111,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","DIRAS2",54769,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","DYNC1H1",1778,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","EEF1A1",1915,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","FAM132A",388581,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","GAPDH",2597,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","GPI",2821,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","H3F3C",440093,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","HIST1H2BA",255626,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","HIST1H2BB",3018,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","HIST1H4H",8365,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","HNRNPF",3185,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","HSP90AB1",3326,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","HSPA8",3312,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","HSPB1",3315,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","IGF2BP2",10644,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","MRPS15",64960,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","OXNAD1",92106,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","PKM",5315,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","PLEC",5339,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","PRDX1",5052,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","PSMC1",5700,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL11",6135,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL13",6137,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL14",9045,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL17",6139,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL18",6141,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL18A",6142,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL19",6143,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL21",6144,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL23A",6147,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL24",6152,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL26",6154,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL27A",6157,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL31",6160,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL36",25873,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPL7",6129,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS13",6207,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS14",6208,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS15",6209,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS15A",6210,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS16",6217,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS18",6222,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
